"churn","monthly_bill","gender","millenial","clanmembership","platformsince","avatar","internet_connect","extrapro_account","contract_length","customer_support","payment_type"
"Yes",115.65,"Male","Gen Z","Yes",70,"Yes","Fiber optic","Yes","One year","No","Credit card (automatic)"
"Yes",79.85,"Male","Gen Z","No",2,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",73.05,"Female","Gen Z","Yes",26,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",64.35,"Female","Gen Z","No",34,"Yes","DSL_16MB/S","No","One year","No","Electronic check"
"No",20.5,"Female","Gen Z","No",19,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"Yes",76,"Male","Gen Z","No",15,"Yes","Fiber optic","Yes","Month-to-month","Yes","PrePaid"
"No",54.75,"Female","Gen Z","Yes",62,"Yes","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"Yes",74.65,"Female","Gen Z","No",9,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",41.95,"Male","Millenial","Yes",68,"No","DSL_16MB/S","No","Two year","Yes","Electronic check"
"No",54.35,"Male","Gen Z","Yes",31,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",106.1,"Male","Gen Z","Yes",21,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",96,"Female","Gen Z","Yes",63,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"No",61.45,"Female","Gen Z","Yes",61,"No","DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"Yes",68.65,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",19.65,"Male","Gen Z","No",18,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",100,"Female","Gen Z","No",33,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",20.25,"Male","Gen Z","No",16,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",19.8,"Male","Gen Z","No",23,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"Yes",100.2,"Female","Millenial","Yes",14,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",74.9,"Male","Gen Z","Yes",15,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",106.2,"Male","Gen Z","Yes",61,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",116.55,"Male","Gen Z","Yes",70,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",99.7,"Male","Gen Z","No",15,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.7,"Male","Gen Z","Yes",8,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",19.5,"Female","Gen Z","Yes",8,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",29.15,"Female","Gen Z","No",4,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",55,"Female","Gen Z","No",34,"Yes","DSL_16MB/S","No","One year","No","PrePaid"
"No",90.8,"Male","Gen Z","Yes",68,"Yes","DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"No",51,"Female","Gen Z","Yes",45,"No","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",90.1,"Female","Millenial","No",9,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",59.05,"Female","Gen Z","No",22,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","PrePaid"
"No",20.3,"Female","Gen Z","No",2,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",73.55,"Female","Gen Z","No",10,"Yes","DSL_16MB/S","Yes","One year","No","Credit card (automatic)"
"No",84.3,"Male","Gen Z","No",72,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",78,"Female","Gen Z","Yes",49,"Yes","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"No",72.1,"Female","Millenial","No",54,"Yes","DSL_16MB/S","Yes","One year","No","PrePaid"
"No",106.75,"Female","Gen Z","No",71,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",19.25,"Female","Gen Z","No",22,"Yes","Base DSL_16MB/S","No","One year","Yes","PrePaid"
"No",20.55,"Female","Gen Z","Yes",50,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",20,"Female","Gen Z","Yes",43,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",24.65,"Female","Gen Z","Yes",45,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"No",103.5,"Male","Millenial","No",64,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",69.8,"Male","Gen Z","No",2,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"Yes",54.55,"Male","Gen Z","Yes",55,"No","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",20.05,"Male","Gen Z","No",14,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",70.75,"Female","Gen Z","No",7,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",74.3,"Female","Gen Z","No",57,"Yes","DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"Yes",94.1,"Female","Gen Z","Yes",13,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"Yes",29.7,"Female","Gen Z","Yes",3,"No","DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"No",109.7,"Male","Millenial","Yes",72,"Yes","Fiber optic","Yes","Two year","No","Credit card (automatic)"
"No",44.5,"Male","Gen Z","Yes",2,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",110.9,"Male","Millenial","No",66,"Yes","Fiber optic","Yes","One year","No","Credit card (automatic)"
"Yes",55.15,"Male","Gen Z","No",22,"Yes","DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"Yes",20.1,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",80.1,"Male","Gen Z","No",5,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"No",69.05,"Male","Gen Z","Yes",29,"Yes","DSL_16MB/S","Yes","One year","No","Bank transfer (automatic)"
"No",19.7,"Male","Gen Z","Yes",71,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"Yes",101.4,"Male","Gen Z","No",43,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",83.45,"Female","Gen Z","No",48,"Yes","DSL_16MB/S","Yes","One year","Yes","Credit card (automatic)"
"Yes",76.45,"Male","Millenial","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",95.75,"Male","Millenial","Yes",6,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",84.1,"Female","Millenial","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"No",78.75,"Male","Millenial","No",16,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",55.55,"Male","Gen Z","Yes",25,"Yes","DSL_16MB/S","Yes","Month-to-month","No","Credit card (automatic)"
"Yes",102.1,"Female","Gen Z","Yes",10,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",70.3,"Female","Gen Z","Yes",10,"Yes","DSL_16MB/S","Yes","One year","No","Electronic check"
"No",53.65,"Male","Gen Z","Yes",69,"Yes","DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"No",103.4,"Male","Gen Z","Yes",50,"Yes","Fiber optic","No","One year","Yes","Bank transfer (automatic)"
"No",50.8,"Male","Gen Z","Yes",28,"No","DSL_16MB/S","No","One year","No","PrePaid"
"Yes",50.15,"Female","Gen Z","No",16,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",79,"Male","Gen Z","No",25,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",74.6,"Female","Millenial","Yes",3,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",96.5,"Male","Gen Z","Yes",61,"Yes","Fiber optic","Yes","One year","Yes","Bank transfer (automatic)"
"No",20.1,"Female","Gen Z","No",2,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",19.4,"Male","Gen Z","Yes",51,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",20.05,"Female","Gen Z","Yes",20,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",20.2,"Female","Gen Z","No",6,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",67.45,"Female","Gen Z","No",29,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",18.55,"Male","Gen Z","No",36,"Yes","Base DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",29.75,"Female","Gen Z","No",28,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",86.5,"Female","Gen Z","Yes",7,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",24.2,"Female","Gen Z","No",63,"Yes","Base DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",20.45,"Female","Gen Z","Yes",49,"Yes","Base DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"Yes",81.45,"Male","Millenial","No",27,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",92.3,"Male","Gen Z","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"Yes",69.15,"Male","Gen Z","Yes",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",53.65,"Female","Gen Z","Yes",72,"No","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",39.65,"Female","Gen Z","No",47,"No","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"No",29.3,"Male","Gen Z","Yes",43,"No","DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"No",83.85,"Female","Millenial","Yes",27,"Yes","DSL_16MB/S","Yes","Month-to-month","No","Electronic check"
"Yes",79.55,"Female","Gen Z","No",9,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",103.65,"Female","Gen Z","No",38,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",73.35,"Female","Gen Z","Yes",0,"Yes","DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",100.05,"Female","Gen Z","Yes",59,"Yes","Fiber optic","No","Two year","Yes","PrePaid"
"No",20.35,"Male","Gen Z","No",27,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",23.5,"Male","Gen Z","No",7,"Yes","Base DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",70.7,"Female","Gen Z","No",36,"Yes","DSL_16MB/S","Yes","One year","Yes","PrePaid"
"No",94.3,"Female","Gen Z","Yes",41,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",29.15,"Female","Gen Z","No",13,"No","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",20.85,"Male","Gen Z","No",19,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",37.7,"Female","Gen Z","Yes",60,"No","DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"Yes",91.05,"Male","Millenial","No",3,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",92.45,"Male","Gen Z","Yes",69,"Yes","Fiber optic","Yes","Two year","Yes","PrePaid"
"No",44.15,"Male","Gen Z","No",43,"No","DSL_16MB/S","No","One year","No","Electronic check"
"No",36.05,"Female","Gen Z","No",11,"No","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",50.25,"Female","Gen Z","Yes",45,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",109.75,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"Yes",79.2,"Female","Millenial","Yes",2,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",20.3,"Female","Gen Z","Yes",12,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",112.35,"Female","Gen Z","Yes",67,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",94.3,"Male","Gen Z","Yes",37,"Yes","Fiber optic","Yes","Two year","No","PrePaid"
"No",41.15,"Female","Gen Z","No",39,"No","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",74.65,"Female","Gen Z","No",41,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",48.25,"Female","Gen Z","No",25,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",96.55,"Male","Gen Z","No",5,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",79.3,"Female","Gen Z","No",30,"Yes","DSL_16MB/S","Yes","One year","Yes","Credit card (automatic)"
"No",89.6,"Male","Gen Z","No",40,"Yes","Fiber optic","No","One year","Yes","Credit card (automatic)"
"No",106.3,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",100.35,"Male","Gen Z","Yes",28,"Yes","Fiber optic","No","One year","No","Bank transfer (automatic)"
"No",85.6,"Male","Gen Z","Yes",18,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",106.15,"Female","Gen Z","Yes",59,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",19.9,"Female","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",25.7,"Female","Millenial","Yes",72,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"Yes",74.3,"Female","Millenial","No",14,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",99.4,"Male","Gen Z","Yes",50,"Yes","Fiber optic","Yes","One year","No","Electronic check"
"No",69.7,"Female","Gen Z","Yes",48,"Yes","DSL_16MB/S","No","One year","No","Bank transfer (automatic)"
"No",98.35,"Female","Gen Z","Yes",49,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",85.45,"Male","Gen Z","Yes",28,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",95.9,"Male","Millenial","No",68,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",100.75,"Male","Gen Z","No",13,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"Yes",74.1,"Female","Gen Z","Yes",3,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",84.1,"Male","Gen Z","Yes",70,"Yes","DSL_16MB/S","Yes","Two year","Yes","Electronic check"
"No",79.3,"Female","Gen Z","Yes",49,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",107.05,"Female","Millenial","Yes",67,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",20.05,"Male","Gen Z","No",46,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"Yes",70.2,"Female","Millenial","No",64,"Yes","DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",19.5,"Female","Gen Z","Yes",37,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"Yes",70.75,"Female","Millenial","No",2,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",115.15,"Female","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","No","Electronic check"
"No",72.95,"Male","Gen Z","Yes",68,"Yes","DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",19.65,"Male","Gen Z","Yes",15,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",19.55,"Female","Gen Z","No",24,"Yes","Base DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"No",89.55,"Female","Gen Z","No",24,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",50.35,"Male","Gen Z","No",27,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",50.25,"Male","Gen Z","No",12,"Yes","DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",87.25,"Female","Gen Z","Yes",71,"Yes","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",20.35,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",55.9,"Male","Gen Z","No",4,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",79.2,"Female","Millenial","No",40,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"No",79.2,"Male","Gen Z","Yes",52,"Yes","DSL_16MB/S","No","Two year","No","Electronic check"
"No",24,"Male","Gen Z","No",10,"Yes","Base DSL_16MB/S","Yes","Month-to-month","Yes","Electronic check"
"No",101.35,"Male","Gen Z","No",68,"Yes","Fiber optic","Yes","One year","No","Bank transfer (automatic)"
"Yes",100.1,"Female","Gen Z","No",54,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",56.5,"Female","Gen Z","Yes",4,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",79.4,"Male","Gen Z","Yes",70,"Yes","DSL_16MB/S","Yes","One year","No","Bank transfer (automatic)"
"No",35.2,"Male","Gen Z","No",43,"No","DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"No",19.65,"Male","Gen Z","No",52,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",49.85,"Female","Gen Z","No",12,"No","DSL_16MB/S","No","Two year","No","PrePaid"
"No",61.9,"Male","Gen Z","No",0,"Yes","DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",59.3,"Male","Gen Z","Yes",51,"No","DSL_16MB/S","No","One year","No","Electronic check"
"No",19.4,"Male","Gen Z","No",27,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",93.65,"Male","Millenial","Yes",51,"Yes","Fiber optic","Yes","One year","Yes","Bank transfer (automatic)"
"Yes",49.4,"Male","Gen Z","No",4,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",19.9,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",69.2,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",25.6,"Female","Gen Z","Yes",69,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"No",19.75,"Male","Gen Z","Yes",14,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"No",117.5,"Female","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","No","Credit card (automatic)"
"No",78.9,"Female","Gen Z","Yes",4,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"Yes",62.3,"Male","Gen Z","No",38,"Yes","DSL_16MB/S","No","One year","Yes","PrePaid"
"Yes",92.5,"Male","Millenial","Yes",37,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",79.75,"Male","Millenial","No",57,"Yes","DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"No",19.75,"Female","Gen Z","No",72,"Yes","Base DSL_16MB/S","No","Two year","Yes","PrePaid"
"No",45,"Male","Gen Z","No",29,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",44.8,"Male","Gen Z","Yes",13,"Yes","DSL_16MB/S","No","Month-to-month","No","Bank transfer (automatic)"
"No",51.1,"Female","Gen Z","No",11,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",53.15,"Female","Gen Z","No",21,"No","DSL_16MB/S","No","Two year","No","PrePaid"
"No",24.7,"Female","Gen Z","No",19,"Yes","Base DSL_16MB/S","Yes","Month-to-month","No","Bank transfer (automatic)"
"Yes",111.6,"Male","Gen Z","No",61,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"Yes",48.55,"Female","Gen Z","No",11,"Yes","DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"No",109.95,"Male","Gen Z","Yes",35,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",20.8,"Male","Gen Z","No",25,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",20.2,"Female","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",25.6,"Female","Gen Z","No",67,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",39.65,"Male","Gen Z","No",19,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",24.9,"Male","Gen Z","No",56,"Yes","Base DSL_16MB/S","Yes","One year","No","Electronic check"
"No",108.4,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",19.55,"Male","Gen Z","No",43,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",85.1,"Female","Gen Z","Yes",55,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",56.7,"Male","Gen Z","Yes",2,"Yes","DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",70.15,"Female","Gen Z","No",13,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"Yes",105.95,"Female","Gen Z","Yes",14,"Yes","Fiber optic","No","One year","No","PrePaid"
"No",89.1,"Female","Gen Z","No",20,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",91.25,"Male","Gen Z","Yes",43,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"No",90.35,"Male","Gen Z","Yes",5,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"No",19.1,"Female","Gen Z","Yes",40,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",20.4,"Male","Gen Z","Yes",6,"Yes","Base DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",100.45,"Male","Gen Z","No",39,"Yes","Fiber optic","No","Two year","Yes","Electronic check"
"Yes",29.7,"Male","Gen Z","No",15,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",50.35,"Male","Gen Z","Yes",1,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",85.7,"Female","Millenial","No",45,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",94,"Female","Millenial","Yes",57,"Yes","Fiber optic","Yes","Month-to-month","No","Credit card (automatic)"
"No",69.85,"Male","Gen Z","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"Yes",70.3,"Male","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",25.85,"Male","Gen Z","Yes",72,"Yes","Base DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"Yes",98.8,"Male","Millenial","No",55,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",93.35,"Female","Gen Z","Yes",59,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"Yes",99.85,"Female","Gen Z","No",18,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",80.3,"Male","Millenial","Yes",32,"Yes","Fiber optic","No","Month-to-month","Yes","Credit card (automatic)"
"No",50.55,"Female","Gen Z","No",4,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",80.45,"Female","Millenial","No",66,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",20.7,"Male","Gen Z","No",4,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",19.05,"Female","Gen Z","Yes",8,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",19.6,"Male","Gen Z","Yes",8,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"Yes",86.8,"Male","Gen Z","No",7,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",20.9,"Female","Gen Z","Yes",53,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",103.6,"Female","Millenial","No",18,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",38.8,"Female","Gen Z","No",15,"No","DSL_16MB/S","No","Two year","Yes","PrePaid"
"Yes",84.2,"Male","Millenial","Yes",6,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",79.7,"Male","Millenial","No",6,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",100.75,"Female","Gen Z","No",11,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.3,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",55.75,"Male","Gen Z","No",5,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",19.95,"Male","Gen Z","No",13,"Yes","Base DSL_16MB/S","No","One year","Yes","PrePaid"
"No",45.85,"Male","Millenial","No",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",55.95,"Female","Gen Z","Yes",18,"Yes","DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",69,"Female","Gen Z","Yes",2,"Yes","DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"No",83.55,"Male","Gen Z","Yes",30,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",65.7,"Male","Gen Z","No",66,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",94.9,"Male","Gen Z","Yes",38,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",61.9,"Male","Gen Z","Yes",44,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",111.1,"Female","Gen Z","No",54,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",25.15,"Female","Gen Z","Yes",58,"Yes","Base DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",92.85,"Male","Gen Z","Yes",58,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",89.1,"Female","Gen Z","Yes",25,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",111.3,"Female","Gen Z","No",71,"Yes","Fiber optic","Yes","Two year","No","PrePaid"
"Yes",91.65,"Female","Gen Z","Yes",14,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",88.85,"Female","Millenial","No",4,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",65.5,"Female","Gen Z","Yes",8,"Yes","DSL_16MB/S","No","Two year","No","PrePaid"
"Yes",95.45,"Male","Gen Z","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.95,"Male","Gen Z","No",67,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"Yes",91.1,"Male","Gen Z","No",13,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",54.15,"Female","Gen Z","Yes",45,"Yes","DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"No",74.6,"Male","Gen Z","No",49,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",89.05,"Female","Gen Z","Yes",68,"Yes","DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
